<<<<<<< HEAD
<<<<<<< HEAD
Iteration1 loss=7.606295585632324 loss1=0.6900837421417236 loss2=6.9162116050720215
Iteration30 loss=6.5608415603637695 loss1=0.7042255401611328 loss2=5.856616020202637
Iteration31 loss=6.849377632141113 loss1=0.7104790210723877 loss2=6.1388983726501465
Iteration32 loss=7.266375541687012 loss1=0.6965596675872803 loss2=6.5698161125183105
Iteration33 loss=7.462090969085693 loss1=0.6639056205749512 loss2=6.798185348510742
Iteration34 loss=7.605714321136475 loss1=0.7839581370353699 loss2=6.821756362915039
Iteration35 loss=5.275102615356445 loss1=0.7144119739532471 loss2=4.560690879821777
Iteration36 loss=6.530795097351074 loss1=0.8318545818328857 loss2=5.698940753936768
Iteration37 loss=7.058554649353027 loss1=0.7006148099899292 loss2=6.357939720153809
Iteration38 loss=6.729405403137207 loss1=0.6919214129447937 loss2=6.037484169006348
Iteration39 loss=7.4449238777160645 loss1=0.6834338903427124 loss2=6.7614898681640625
Iteration40 loss=5.342469215393066 loss1=0.681932270526886 loss2=4.660536766052246
Iteration41 loss=6.083261013031006 loss1=0.707542896270752 loss2=5.375718116760254
Iteration42 loss=2.970416784286499 loss1=0.6920359134674072 loss2=2.278380870819092
Iteration43 loss=8.825969696044922 loss1=0.6921993494033813 loss2=8.133769989013672
Iteration44 loss=5.476064682006836 loss1=0.7030360698699951 loss2=4.773028373718262
Iteration45 loss=5.024528980255127 loss1=0.6924280524253845 loss2=4.332100868225098
Iteration46 loss=6.652827739715576 loss1=0.6981605887413025 loss2=5.954667091369629
Iteration47 loss=6.654747009277344 loss1=0.6912972927093506 loss2=5.963449954986572
Iteration48 loss=6.5607590675354 loss1=0.7031131386756897 loss2=5.8576459884643555
Iteration49 loss=7.011237144470215 loss1=0.6952564716339111 loss2=6.315980911254883
Iteration50 loss=6.178696632385254 loss1=0.6720572710037231 loss2=5.50663948059082
Iteration51 loss=6.307216644287109 loss1=0.6841180324554443 loss2=5.623098373413086
Iteration52 loss=6.559946060180664 loss1=0.6754598021507263 loss2=5.884486198425293
Iteration53 loss=5.607076644897461 loss1=0.692703366279602 loss2=4.914373397827148
Iteration54 loss=6.7345871925354 loss1=0.6938450932502747 loss2=6.040741920471191
Iteration55 loss=7.419317722320557 loss1=0.6491457223892212 loss2=6.770172119140625
Iteration56 loss=6.170030117034912 loss1=0.6366799473762512 loss2=5.533349990844727
Iteration57 loss=7.1608123779296875 loss1=0.6999802589416504 loss2=6.460832118988037
Iteration58 loss=6.700743675231934 loss1=0.6564141511917114 loss2=6.044329643249512
Iteration59 loss=6.682372093200684 loss1=0.6907203197479248 loss2=5.991652011871338
Iteration60 loss=5.932762145996094 loss1=0.7851848602294922 loss2=5.147577285766602
Iteration61 loss=7.0857648849487305 loss1=0.7336235046386719 loss2=6.352141380310059
Iteration62 loss=6.992539405822754 loss1=0.664362907409668 loss2=6.328176498413086
Iteration63 loss=6.630256652832031 loss1=0.6430171132087708 loss2=5.987239360809326
Iteration64 loss=6.946447849273682 loss1=0.7258877158164978 loss2=6.220560073852539
Iteration65 loss=7.18064546585083 loss1=0.7357791662216187 loss2=6.444866180419922
Iteration66 loss=6.541777610778809 loss1=0.7090768814086914 loss2=5.832700729370117
Iteration67 loss=6.842886447906494 loss1=0.7102288007736206 loss2=6.132657527923584
Iteration68 loss=6.730411529541016 loss1=0.7033867239952087 loss2=6.027024745941162
Iteration69 loss=6.818102836608887 loss1=0.7032535076141357 loss2=6.114849090576172
Iteration70 loss=7.174699306488037 loss1=0.7051664590835571 loss2=6.4695329666137695
Iteration71 loss=5.684691905975342 loss1=0.7025810480117798 loss2=4.982110977172852
Iteration72 loss=6.80731201171875 loss1=0.7032119035720825 loss2=6.104100227355957
Iteration73 loss=6.137717247009277 loss1=0.7011293172836304 loss2=5.436587810516357
Iteration74 loss=5.50629997253418 loss1=0.6956883072853088 loss2=4.810611724853516
Iteration75 loss=6.06812047958374 loss1=0.6905828714370728 loss2=5.377537727355957
Iteration76 loss=5.4237775802612305 loss1=0.6918526887893677 loss2=4.731925010681152
Iteration77 loss=6.213135719299316 loss1=0.6951210498809814 loss2=5.518014907836914
Iteration78 loss=5.820127487182617 loss1=0.6935193538665771 loss2=5.126607894897461
Iteration79 loss=6.931449890136719 loss1=0.6914002895355225 loss2=6.240049839019775
Iteration80 loss=6.954953193664551 loss1=0.694019079208374 loss2=6.260933876037598
Iteration81 loss=6.33130407333374 loss1=0.6907733678817749 loss2=5.640530586242676
Iteration82 loss=5.448266983032227 loss1=0.6991196870803833 loss2=4.749147415161133
Iteration83 loss=5.886715888977051 loss1=0.6975288987159729 loss2=5.189187049865723
Iteration84 loss=6.808438301086426 loss1=0.697292149066925 loss2=6.111145973205566
Iteration85 loss=5.907382965087891 loss1=0.6924874782562256 loss2=5.214895725250244
Iteration86 loss=6.251319885253906 loss1=0.694786787033081 loss2=5.556532859802246
Iteration87 loss=7.468229293823242 loss1=0.6963169574737549 loss2=6.771912574768066
Iteration88 loss=4.8268585205078125 loss1=0.6971740126609802 loss2=4.1296844482421875
Iteration89 loss=6.981947898864746 loss1=0.6968653202056885 loss2=6.285082817077637
Iteration90 loss=6.526939392089844 loss1=0.69737708568573 loss2=5.829562187194824
Iteration91 loss=6.080785274505615 loss1=0.6947354674339294 loss2=5.386049747467041
Iteration92 loss=5.983848571777344 loss1=0.6930865049362183 loss2=5.290761947631836
Iteration93 loss=6.722734451293945 loss1=0.6914721727371216 loss2=6.031262397766113
Iteration94 loss=6.685239791870117 loss1=0.6947411298751831 loss2=5.9904985427856445
Iteration95 loss=6.08455753326416 loss1=0.690210223197937 loss2=5.394347190856934
Iteration96 loss=5.992114067077637 loss1=0.6955157518386841 loss2=5.296598434448242
Iteration97 loss=5.412520408630371 loss1=0.6931182742118835 loss2=4.719402313232422
Iteration98 loss=5.704229354858398 loss1=0.694373607635498 loss2=5.0098557472229
Iteration99 loss=6.905288219451904 loss1=0.697740912437439 loss2=6.207547187805176
Iteration100 loss=4.659492492675781 loss1=0.6918458938598633 loss2=3.967646837234497
testacc:0.33883145412929283
Iteration101 loss=6.342656135559082 loss1=0.691208004951477 loss2=5.6514482498168945
Iteration102 loss=6.1392292976379395 loss1=0.694770872592926 loss2=5.444458484649658
Iteration103 loss=5.171652793884277 loss1=0.698602557182312 loss2=4.473050117492676
Iteration104 loss=6.285428524017334 loss1=0.6932611465454102 loss2=5.592167377471924
Iteration105 loss=6.138463497161865 loss1=0.6946691274642944 loss2=5.443794250488281
Iteration106 loss=5.676777362823486 loss1=0.6924721002578735 loss2=4.984305381774902
Iteration107 loss=6.282735347747803 loss1=0.6934266090393066 loss2=5.589308738708496
Iteration108 loss=5.7365546226501465 loss1=0.7007831335067749 loss2=5.035771369934082
Iteration109 loss=6.826481819152832 loss1=0.6931014657020569 loss2=6.13338041305542
Iteration110 loss=6.30696439743042 loss1=0.6978470087051392 loss2=5.60911750793457
Iteration111 loss=5.575679302215576 loss1=0.6952166557312012 loss2=4.880462646484375
Iteration112 loss=6.6626482009887695 loss1=0.6918323636054993 loss2=5.970815658569336
Iteration113 loss=6.043674468994141 loss1=0.6948574781417847 loss2=5.348816871643066
Iteration114 loss=7.17708683013916 loss1=0.6920787692070007 loss2=6.485008239746094
Iteration115 loss=6.510727882385254 loss1=0.692758321762085 loss2=5.81796932220459
Iteration116 loss=6.668471336364746 loss1=0.692499041557312 loss2=5.9759721755981445
Iteration117 loss=6.011136054992676 loss1=0.6932409405708313 loss2=5.31789493560791
Iteration118 loss=6.099137306213379 loss1=0.6938329339027405 loss2=5.405304431915283
Iteration119 loss=5.770963191986084 loss1=0.695465624332428 loss2=5.075497627258301
Iteration120 loss=7.276769161224365 loss1=0.6942868232727051 loss2=6.58248233795166
Iteration121 loss=6.27767276763916 loss1=0.6937122344970703 loss2=5.58396053314209
Iteration122 loss=6.481533050537109 loss1=0.692819356918335 loss2=5.788713455200195
Iteration123 loss=7.370542049407959 loss1=0.695625901222229 loss2=6.6749162673950195
Iteration124 loss=5.9237871170043945 loss1=0.6946231722831726 loss2=5.229164123535156
Iteration125 loss=6.041505336761475 loss1=0.6932789087295532 loss2=5.348226547241211
Iteration126 loss=5.342863082885742 loss1=0.6928848028182983 loss2=4.649978160858154
Iteration127 loss=6.970340251922607 loss1=0.6922705769538879 loss2=6.278069496154785
Iteration128 loss=6.581555366516113 loss1=0.6929687261581421 loss2=5.888586521148682
Iteration129 loss=7.052679061889648 loss1=0.6928508281707764 loss2=6.359827995300293
Iteration130 loss=5.207310199737549 loss1=0.6931348443031311 loss2=4.5141754150390625
Iteration131 loss=6.744731903076172 loss1=0.690919816493988 loss2=6.053812026977539
Iteration132 loss=7.009060382843018 loss1=0.6941037178039551 loss2=6.3149566650390625
Iteration133 loss=5.99040412902832 loss1=0.6940793991088867 loss2=5.296324729919434
Iteration134 loss=5.07785177230835 loss1=0.6939454078674316 loss2=4.383906364440918
Iteration135 loss=6.882049560546875 loss1=0.6929069757461548 loss2=6.18914270401001
Iteration136 loss=7.036771774291992 loss1=0.6939877867698669 loss2=6.3427839279174805
Iteration137 loss=6.912108421325684 loss1=0.6917222738265991 loss2=6.220386028289795
Iteration138 loss=6.249055862426758 loss1=0.6940202713012695 loss2=5.555035591125488
Iteration139 loss=7.380092144012451 loss1=0.6936134099960327 loss2=6.686478614807129
Iteration140 loss=6.146543025970459 loss1=0.6931233406066895 loss2=5.4534196853637695
Iteration141 loss=6.409153461456299 loss1=0.6946602463722229 loss2=5.714493274688721
Iteration142 loss=5.719398498535156 loss1=0.6939594149589539 loss2=5.025439262390137
Iteration143 loss=6.841091632843018 loss1=0.6926816701889038 loss2=6.148409843444824
Iteration144 loss=4.842977523803711 loss1=0.689987063407898 loss2=4.152990341186523
Iteration145 loss=6.81220817565918 loss1=0.693447470664978 loss2=6.118760585784912
Iteration146 loss=5.529525279998779 loss1=0.6909733414649963 loss2=4.838551998138428
Iteration147 loss=7.0819411277771 loss1=0.7049703598022461 loss2=6.3769707679748535
Iteration148 loss=5.1024298667907715 loss1=0.68709796667099 loss2=4.415331840515137
Iteration149 loss=6.920693874359131 loss1=0.6953861117362976 loss2=6.225307941436768
Iteration150 loss=5.315030097961426 loss1=0.6926589012145996 loss2=4.622371196746826
Iteration151 loss=5.789129734039307 loss1=0.6923929452896118 loss2=5.096736907958984
Iteration152 loss=6.958232879638672 loss1=0.6899440884590149 loss2=6.268288612365723
Iteration153 loss=5.821331024169922 loss1=0.6875424385070801 loss2=5.133788585662842
Iteration154 loss=7.225131988525391 loss1=0.698369026184082 loss2=6.526762962341309
Iteration155 loss=4.508575916290283 loss1=0.6924015879631042 loss2=3.8161745071411133
Iteration156 loss=5.493100166320801 loss1=0.6958315372467041 loss2=4.797268390655518
Iteration157 loss=5.570366859436035 loss1=0.6904070377349854 loss2=4.879960060119629
Iteration158 loss=5.966472148895264 loss1=0.6891189217567444 loss2=5.277353286743164
Iteration159 loss=4.672844409942627 loss1=0.6895853281021118 loss2=3.9832592010498047
Iteration160 loss=6.200503349304199 loss1=0.6897081136703491 loss2=5.5107951164245605
Iteration161 loss=7.422646522521973 loss1=0.6819028854370117 loss2=6.740743637084961
Iteration162 loss=5.558182716369629 loss1=0.6715381741523743 loss2=4.88664436340332
Iteration163 loss=6.243375778198242 loss1=0.681215226650238 loss2=5.562160491943359
Iteration164 loss=6.444316864013672 loss1=0.7137775421142578 loss2=5.730539321899414
Iteration165 loss=5.4018874168396 loss1=0.6866523027420044 loss2=4.715235233306885
Iteration166 loss=4.87856912612915 loss1=0.6857490539550781 loss2=4.192820072174072
Iteration167 loss=7.432157039642334 loss1=0.7390800714492798 loss2=6.693077087402344
Iteration168 loss=6.4527587890625 loss1=0.6863697171211243 loss2=5.766388893127441
Iteration169 loss=5.651823997497559 loss1=0.7005534172058105 loss2=4.951270580291748
Iteration170 loss=6.4442362785339355 loss1=0.6929581761360168 loss2=5.751277923583984
Iteration171 loss=6.924681663513184 loss1=0.6979207992553711 loss2=6.2267608642578125
Iteration172 loss=6.1769208908081055 loss1=0.6948798894882202 loss2=5.482040882110596
Iteration173 loss=7.0691728591918945 loss1=0.6921573877334595 loss2=6.377015590667725
Iteration174 loss=7.020456790924072 loss1=0.6946465373039246 loss2=6.325810432434082
Iteration175 loss=6.839179515838623 loss1=0.688582718372345 loss2=6.150596618652344
Iteration176 loss=6.106363296508789 loss1=0.6944854259490967 loss2=5.411877632141113
Iteration177 loss=5.681765556335449 loss1=0.696574330329895 loss2=4.985191345214844
Iteration178 loss=6.111929416656494 loss1=0.6932606101036072 loss2=5.418668746948242
Iteration179 loss=6.603641033172607 loss1=0.6954063773155212 loss2=5.908234596252441
Iteration180 loss=7.960407733917236 loss1=0.6935678124427795 loss2=7.266839981079102
Iteration181 loss=6.936162948608398 loss1=0.6928414106369019 loss2=6.243321418762207
Iteration182 loss=5.472708225250244 loss1=0.6914769411087036 loss2=4.78123140335083
Iteration183 loss=7.382056713104248 loss1=0.695189893245697 loss2=6.686866760253906
Iteration184 loss=6.2027130126953125 loss1=0.6980582475662231 loss2=5.504654884338379
Iteration185 loss=6.105535984039307 loss1=0.6967388987541199 loss2=5.408797264099121
Iteration186 loss=6.023895740509033 loss1=0.6904168128967285 loss2=5.333478927612305
Iteration187 loss=5.604426383972168 loss1=0.6943185329437256 loss2=4.910107612609863
Iteration188 loss=6.305914878845215 loss1=0.6898084878921509 loss2=5.6161065101623535
Iteration189 loss=7.419112205505371 loss1=0.6990137100219727 loss2=6.720098495483398
Iteration190 loss=7.146883010864258 loss1=0.6955939531326294 loss2=6.451289176940918
Iteration191 loss=5.754061222076416 loss1=0.6881393194198608 loss2=5.065921783447266
Iteration192 loss=6.239135265350342 loss1=0.6978135108947754 loss2=5.541321754455566
Iteration193 loss=6.374415397644043 loss1=0.6960005164146423 loss2=5.678414821624756
Iteration194 loss=6.99593448638916 loss1=0.6892349720001221 loss2=6.306699752807617
Iteration195 loss=7.050224304199219 loss1=0.6889656782150269 loss2=6.361258506774902
Iteration196 loss=6.193074703216553 loss1=0.692806601524353 loss2=5.50026798248291
Iteration197 loss=6.648807525634766 loss1=0.6969635486602783 loss2=5.951844215393066
Iteration198 loss=6.432471752166748 loss1=0.6919155120849609 loss2=5.740556240081787
Iteration199 loss=5.807761192321777 loss1=0.690821647644043 loss2=5.116939544677734
Iteration200 loss=6.336677074432373 loss1=0.6881935000419617 loss2=5.648483753204346
testacc:0.3399749034310806
Iteration201 loss=6.437286853790283 loss1=0.6874281764030457 loss2=5.749858856201172
Iteration202 loss=6.294761657714844 loss1=0.6870419979095459 loss2=5.607719421386719
Iteration203 loss=6.780017375946045 loss1=0.6839572191238403 loss2=6.096060276031494
Iteration204 loss=6.0593461990356445 loss1=0.6988010406494141 loss2=5.3605451583862305
Iteration205 loss=6.21171760559082 loss1=0.6939457058906555 loss2=5.5177717208862305
Iteration206 loss=4.813630104064941 loss1=0.6842933893203735 loss2=4.129336833953857
Iteration207 loss=5.460818290710449 loss1=0.6784017086029053 loss2=4.782416343688965
Iteration208 loss=5.442291259765625 loss1=0.6760321259498596 loss2=4.76625919342041
Iteration209 loss=7.063498497009277 loss1=0.6744980812072754 loss2=6.389000415802002
Iteration210 loss=7.315709114074707 loss1=0.6784200668334961 loss2=6.637289047241211
Iteration211 loss=6.309839248657227 loss1=0.6655429601669312 loss2=5.644296169281006
Iteration212 loss=6.395509243011475 loss1=0.7086387872695923 loss2=5.686870574951172
Iteration213 loss=6.147613048553467 loss1=0.7324423789978027 loss2=5.415170669555664
Iteration214 loss=6.681755065917969 loss1=0.7018816471099854 loss2=5.9798736572265625
Iteration215 loss=6.245463848114014 loss1=0.6966646313667297 loss2=5.54879903793335
Iteration216 loss=6.81794548034668 loss1=0.6922180652618408 loss2=6.125727653503418
Iteration217 loss=6.866968154907227 loss1=0.6843269467353821 loss2=6.18264102935791
Iteration218 loss=6.941810131072998 loss1=0.6906226873397827 loss2=6.251187324523926
Iteration219 loss=7.111647605895996 loss1=0.6977120637893677 loss2=6.413935661315918
Iteration220 loss=5.811600208282471 loss1=0.6997922658920288 loss2=5.111807823181152
Iteration221 loss=5.9884934425354 loss1=0.6960080862045288 loss2=5.292485237121582
Iteration222 loss=5.864512920379639 loss1=0.6934865713119507 loss2=5.171026229858398
Iteration223 loss=7.519175052642822 loss1=0.7063673138618469 loss2=6.812807559967041
Iteration224 loss=7.334003925323486 loss1=0.6883107423782349 loss2=6.645693302154541
Iteration225 loss=6.919167518615723 loss1=0.6893717050552368 loss2=6.229795932769775
Iteration226 loss=6.83453893661499 loss1=0.6979655027389526 loss2=6.136573314666748
Iteration227 loss=6.504374027252197 loss1=0.6933294534683228 loss2=5.811044692993164
Iteration228 loss=6.623285293579102 loss1=0.6903897523880005 loss2=5.932895660400391
Iteration229 loss=6.35256290435791 loss1=0.714952290058136 loss2=5.63761043548584
Iteration230 loss=5.961749076843262 loss1=0.6893850564956665 loss2=5.272364139556885
Iteration231 loss=7.35597562789917 loss1=0.6909099817276001 loss2=6.665065765380859
Iteration232 loss=6.459373950958252 loss1=0.6930462121963501 loss2=5.766327857971191
Iteration233 loss=6.206681728363037 loss1=0.7178357839584351 loss2=5.4888458251953125
Iteration234 loss=6.853488445281982 loss1=0.6749634742736816 loss2=6.178524971008301
Iteration235 loss=7.300786972045898 loss1=0.6758386492729187 loss2=6.624948501586914
Iteration236 loss=5.554637432098389 loss1=0.6823498010635376 loss2=4.872287750244141
Iteration237 loss=5.964738845825195 loss1=0.6896173357963562 loss2=5.275121688842773
Iteration238 loss=6.120369911193848 loss1=0.6903897523880005 loss2=5.429980278015137
Iteration239 loss=5.931957244873047 loss1=0.682056188583374 loss2=5.249900817871094
Iteration240 loss=6.070209503173828 loss1=0.6928126215934753 loss2=5.377397060394287
Iteration241 loss=5.370073318481445 loss1=0.6874971389770508 loss2=4.6825761795043945
Iteration242 loss=5.79952335357666 loss1=0.699604868888855 loss2=5.099918365478516
Iteration243 loss=7.331091403961182 loss1=0.6835803985595703 loss2=6.647511005401611
Iteration244 loss=4.988691329956055 loss1=0.6908244490623474 loss2=4.2978668212890625
Iteration245 loss=5.805262088775635 loss1=0.6987575888633728 loss2=5.106504440307617
Iteration246 loss=6.253651142120361 loss1=0.6781420707702637 loss2=5.575509071350098
Iteration247 loss=4.972615718841553 loss1=0.6850408315658569 loss2=4.287574768066406
Iteration248 loss=6.37868070602417 loss1=0.6888169050216675 loss2=5.689863681793213
Iteration249 loss=7.179624557495117 loss1=0.661268413066864 loss2=6.5183563232421875
Iteration250 loss=5.843367576599121 loss1=0.7145655155181885 loss2=5.128802299499512
Iteration251 loss=5.949230194091797 loss1=0.656169056892395 loss2=5.293061256408691
Iteration252 loss=6.247439861297607 loss1=0.655185341835022 loss2=5.592254638671875
Iteration253 loss=6.434820652008057 loss1=0.5757825970649719 loss2=5.85903787612915
Iteration254 loss=6.339558124542236 loss1=0.7008677124977112 loss2=5.63869047164917
Iteration255 loss=7.345059394836426 loss1=0.9468298554420471 loss2=6.398229598999023
Iteration256 loss=5.814968109130859 loss1=0.596938967704773 loss2=5.218029022216797
Iteration257 loss=6.926703453063965 loss1=0.5958569049835205 loss2=6.330846786499023
Iteration258 loss=5.521066188812256 loss1=0.6537357568740845 loss2=4.867330551147461
Iteration259 loss=6.6104536056518555 loss1=0.6968468427658081 loss2=5.913606643676758
Iteration260 loss=6.686453819274902 loss1=0.6749269366264343 loss2=6.011527061462402
Iteration261 loss=6.711677074432373 loss1=0.8556685447692871 loss2=5.856008529663086
Iteration262 loss=6.265437126159668 loss1=0.6638500690460205 loss2=5.601587295532227
Iteration263 loss=6.848426342010498 loss1=0.705184817314148 loss2=6.1432414054870605
Iteration264 loss=5.331031322479248 loss1=0.7142939567565918 loss2=4.616737365722656
Iteration265 loss=6.389954090118408 loss1=0.705065131187439 loss2=5.68488883972168
Iteration266 loss=6.512314796447754 loss1=0.7027881741523743 loss2=5.809526443481445
Iteration267 loss=5.968369007110596 loss1=0.7038742303848267 loss2=5.264494895935059
Iteration268 loss=6.326897621154785 loss1=0.7023265361785889 loss2=5.624570846557617
Iteration269 loss=6.152928829193115 loss1=0.7027297616004944 loss2=5.450199127197266
Iteration270 loss=5.835453987121582 loss1=0.7010587453842163 loss2=5.134395122528076
Iteration271 loss=6.464147567749023 loss1=0.7020828723907471 loss2=5.762064456939697
Iteration272 loss=6.871852397918701 loss1=0.6978273987770081 loss2=6.174025058746338
Iteration273 loss=6.879361152648926 loss1=0.696090579032898 loss2=6.183270454406738
Iteration274 loss=6.347894191741943 loss1=0.6958694458007812 loss2=5.652024745941162
Iteration275 loss=5.453287124633789 loss1=0.6938656568527222 loss2=4.759421348571777
Iteration276 loss=7.474380016326904 loss1=0.6947178840637207 loss2=6.779662132263184
Iteration277 loss=5.803470611572266 loss1=0.6939305067062378 loss2=5.109539985656738
Iteration278 loss=5.570837497711182 loss1=0.6929746270179749 loss2=4.877862930297852
Iteration279 loss=7.130428314208984 loss1=0.6926473379135132 loss2=6.437780857086182
Iteration280 loss=7.146369457244873 loss1=0.6938344240188599 loss2=6.452535152435303
Iteration281 loss=5.674645900726318 loss1=0.6937142610549927 loss2=4.980931758880615
Iteration282 loss=6.009993553161621 loss1=0.6935842037200928 loss2=5.316409111022949
Iteration283 loss=7.721846580505371 loss1=0.6935959458351135 loss2=7.028250694274902
Iteration284 loss=5.517479419708252 loss1=0.6938614845275879 loss2=4.823617935180664
Iteration285 loss=5.634549617767334 loss1=0.6941925287246704 loss2=4.940357208251953
Iteration286 loss=5.562620162963867 loss1=0.693228542804718 loss2=4.869391441345215
Iteration287 loss=7.091709613800049 loss1=0.6937441825866699 loss2=6.397965431213379
Iteration288 loss=7.303422927856445 loss1=0.6951819062232971 loss2=6.608241081237793
Iteration289 loss=7.768803119659424 loss1=0.6958830952644348 loss2=7.072919845581055
Iteration290 loss=5.481184959411621 loss1=0.6940947771072388 loss2=4.787090301513672
Iteration291 loss=6.121683597564697 loss1=0.693309485912323 loss2=5.428374290466309
Iteration292 loss=6.482364177703857 loss1=0.6931872367858887 loss2=5.789176940917969
Iteration293 loss=6.448306560516357 loss1=0.6933642029762268 loss2=5.754942417144775
Iteration294 loss=4.778820037841797 loss1=0.6945179104804993 loss2=4.084301948547363
Iteration295 loss=6.248063564300537 loss1=0.6934991478919983 loss2=5.554564476013184
Iteration296 loss=6.954226016998291 loss1=0.6946159601211548 loss2=6.259610176086426
Iteration297 loss=5.086971759796143 loss1=0.6936355233192444 loss2=4.393336296081543
Iteration298 loss=6.240421772003174 loss1=0.6945651173591614 loss2=5.545856475830078
Iteration299 loss=6.920886993408203 loss1=0.6933290958404541 loss2=6.227558135986328
Iteration300 loss=6.126012802124023 loss1=0.692740797996521 loss2=5.433271884918213
testacc:0.33219498992795715
Iteration301 loss=6.392876625061035 loss1=0.6934630870819092 loss2=5.699413299560547
Iteration302 loss=6.070034503936768 loss1=0.6933518648147583 loss2=5.376682758331299
Iteration303 loss=5.311261177062988 loss1=0.6929024457931519 loss2=4.618358612060547
Iteration304 loss=4.4319586753845215 loss1=0.6940551996231079 loss2=3.737903594970703
Iteration305 loss=7.17288064956665 loss1=0.6938061714172363 loss2=6.479074478149414
Iteration306 loss=6.864314079284668 loss1=0.6940165758132935 loss2=6.170297622680664
Iteration307 loss=6.432562351226807 loss1=0.6932402849197388 loss2=5.739322185516357
Iteration308 loss=5.109099388122559 loss1=0.6936182975769043 loss2=4.415481090545654
Iteration309 loss=7.19793701171875 loss1=0.6936514377593994 loss2=6.50428581237793
Iteration310 loss=5.86994743347168 loss1=0.6938028335571289 loss2=5.176144599914551
Iteration311 loss=5.132326126098633 loss1=0.6937122941017151 loss2=4.4386138916015625
Iteration312 loss=6.438782215118408 loss1=0.694665253162384 loss2=5.74411678314209
Iteration313 loss=6.212637424468994 loss1=0.6928659677505493 loss2=5.519771575927734
Iteration314 loss=6.746278285980225 loss1=0.6934143304824829 loss2=6.052864074707031
Iteration315 loss=6.57111120223999 loss1=0.6931014060974121 loss2=5.878009796142578
Iteration316 loss=6.994307041168213 loss1=0.6931710839271545 loss2=6.301136016845703
Iteration317 loss=5.826631546020508 loss1=0.6932661533355713 loss2=5.133365631103516
Iteration318 loss=6.6881279945373535 loss1=0.693950355052948 loss2=5.99417781829834
Iteration319 loss=6.873239517211914 loss1=0.6931421756744385 loss2=6.1800971031188965
Iteration320 loss=6.885671138763428 loss1=0.6928466558456421 loss2=6.192824363708496
Iteration321 loss=7.1430864334106445 loss1=0.6928628087043762 loss2=6.450223445892334
Iteration322 loss=6.010310649871826 loss1=0.6937252879142761 loss2=5.316585540771484
Iteration323 loss=5.560883522033691 loss1=0.6928906440734863 loss2=4.867992877960205
Iteration324 loss=5.776904582977295 loss1=0.6929078102111816 loss2=5.083996772766113
Iteration325 loss=6.972354412078857 loss1=0.6931921243667603 loss2=6.279162406921387
Iteration326 loss=6.083667755126953 loss1=0.6943032741546631 loss2=5.389364242553711
Iteration327 loss=7.040465354919434 loss1=0.6931447982788086 loss2=6.347320556640625
Iteration328 loss=6.857532501220703 loss1=0.6922123432159424 loss2=6.165319919586182
Iteration329 loss=6.042953014373779 loss1=0.694425106048584 loss2=5.348527908325195
Iteration330 loss=6.889930725097656 loss1=0.6930439472198486 loss2=6.1968865394592285
